date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:22:10	11224/11224	---M--	200	added ('OK')	application/javascript	date:Sat,%2019%20Jun%202021%2009:44:18%20GMT	http://solutionsfbia.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/solutionsfbia.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://solutionsfbia.com/)
10:22:11	811/811	---M--	200	added ('OK')	text/xml	date:Thu,%2019%20Jan%202023%2017:22:10%20GMT	http://solutionsfbia.com/xmlrpc.php?rsd	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/solutionsfbia.com/xmlrpc0db0.php	(from http://solutionsfbia.com/)
10:22:12	226/226	---M--	200	added ('Not%20Acceptable')	text/html	date:Thu,%2019%20Jan%202023%2017:22:10%20GMT	http://solutionsfbia.com/wp-includes/wlwmanifest.xml	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/solutionsfbia.com/wp-includes/wlwmanifest.html	(from http://solutionsfbia.com/)
10:22:13	2839/2839	---MC-	200	added ('OK')	application/json	date:Thu,%2019%20Jan%202023%2017:22:11%20GMT	http://solutionsfbia.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsolutionsfbia.com%2F	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/solutionsfbia.com/wp-json/oembed/1.0/embedf4a9.json	(from http://solutionsfbia.com/)
10:22:14	2954/2954	---MC-	200	added ('OK')	text/xml	date:Thu,%2019%20Jan%202023%2017:22:12%20GMT	http://solutionsfbia.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsolutionsfbia.com%2F&format=xml	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/solutionsfbia.com/wp-json/oembed/1.0/embedb0d7	(from http://solutionsfbia.com/)
10:22:15	2224/2224	---M--	200	added ('OK')	image/png	date:Sat,%2019%20Jun%202021%2009:44:21%20GMT	http://solutions-sb.com/wp-content/uploads/2021/06/icon.png	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/solutions-sb.com/wp-content/uploads/2021/06/icon.png	(from http://solutionsfbia.com/)
10:22:17	89684/89684	---M--	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2003:41:04%20GMT	http://solutionsfbia.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/solutionsfbia.com/wp-includes/js/jquery/jquery.mina7a0.js	(from http://solutionsfbia.com/)
10:22:18	20669/20669	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202022%2003:44:01%20GMT	http://solutionsfbia.com/wp-content/uploads/thegem-logos/logo_1d20899d1f4d6aeec7a4546b91185578_1x.png	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/solutionsfbia.com/wp-content/uploads/thegem-logos/logo_1d20899d1f4d6aeec7a4546b91185578_1x.png	(from http://solutionsfbia.com/)
10:22:19	2276/2276	---M--	200	added ('OK')	image/png	etag:%22cd30000b85c38075%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/34.png?fit=66%2C74	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/3497c0.png	(from http://solutionsfbia.com/)
10:22:20	16716/16716	---M--	200	added ('OK')	image/png	date:Thu,%2021%20Apr%202022%2003:44:01%20GMT	http://solutionsfbia.com/wp-content/uploads/thegem-logos/logo_a929136f727d37c8433889668a095da1_1x.png	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/solutionsfbia.com/wp-content/uploads/thegem-logos/logo_a929136f727d37c8433889668a095da1_1x.png	(from http://solutionsfbia.com/)
10:22:20	2919/2919	---M--	200	added ('OK')	image/png	etag:%224eb974b6fba3adc5%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/30.png?fit=103%2C117	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/30ec3f.png	(from http://solutionsfbia.com/)
10:22:21	2276/2276	---M--	200	added ('OK')	image/png	etag:%224930bf747d39038f%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/32.png?fit=66%2C74	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/3297c0.png	(from http://solutionsfbia.com/)
10:22:22	6749/6749	---M--	200	added ('OK')	image/png	etag:%22eb28e8e966d1bb3c%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/33.png?fit=170%2C191	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/338ac8.png	(from http://solutionsfbia.com/)
10:22:22	5698/5698	---M--	200	added ('OK')	image/png	etag:%224bbf3439dc746714%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/31.png?fit=141%2C157	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/3129ca.png	(from http://solutionsfbia.com/)
10:22:22	2334/2334	---M--	200	added ('OK')	image/png	etag:%227bff07fee2a31030%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/29.png?fit=74%2C84	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/29ec46.png	(from http://solutionsfbia.com/)
10:22:22	1465/1465	---M--	200	added ('OK')	image/png	etag:%22ebdac69f86be1c3e%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/36.png?fit=100%2C112	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/36e9ed.png	(from http://solutionsfbia.com/)
10:22:23	2182/2182	---M--	200	added ('OK')	image/png	etag:%22700806c6c59019c6%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/37.png?fit=137%2C154	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/373551.png	(from http://solutionsfbia.com/)
10:22:23	3554/3554	---M--	200	added ('OK')	image/png	etag:%2278b65273b84db8f6%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/38.png?fit=210%2C237	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/380a36.png	(from http://solutionsfbia.com/)
10:22:24	3564/3564	---M--	200	added ('OK')	image/png	etag:%2205ab390202e29d3c%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/39.png?fit=210%2C237	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/390a36.png	(from http://solutionsfbia.com/)
10:22:24	3088/3088	---M--	200	added ('OK')	image/png	etag:%22897d658f5d74adc5%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Finance-Copy.png?resize=150%2C150	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Finance-Copyea9f.png	(from http://solutionsfbia.com/)
10:22:25	3899/3899	---M--	200	added ('OK')	image/png	etag:%22e3b319eb816dfb8a%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Business-Copy.png?resize=150%2C150	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Business-Copyea9f.png	(from http://solutionsfbia.com/)
10:22:25	2853/2853	---M--	200	added ('OK')	image/png	etag:%22a05b1025609eee41%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/IT-Copy.png?resize=150%2C150	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/IT-Copyea9f.png	(from http://solutionsfbia.com/)
10:22:26	112123/112123	---MC-	200	added ('OK')	application/json	date:Thu,%2019%20Jan%202023%2017:22:09%20GMT	http://solutionsfbia.com/wp-json/wp/v2/pages/4168	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/solutionsfbia.com/wp-json/wp/v2/pages/4168.json	(from http://solutionsfbia.com/)
10:22:33	294796/294796	---MC-	200	added ('OK')	application/json	date:Thu,%2019%20Jan%202023%2017:22:09%20GMT	http://solutionsfbia.com/wp-json/	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/solutionsfbia.com/wp-json/index.html	(from http://solutionsfbia.com/)
10:22:33	707/707	---M--	200	added ('OK')	image/png	etag:%22234ab4ecbb807604%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Analytics-Copy.png?resize=150%2C150	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Analytics-Copyea9f.png	(from http://solutionsfbia.com/)
10:22:33	25035/25035	---M--	200	added ('OK')	image/png	etag:%227c8f4251905b249b%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/111.png?fit=481%2C741	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/111b4f1.png	(from http://solutionsfbia.com/)
10:22:33	3222/3222	---M--	200	added ('OK')	image/png	etag:%22528f19130e4c8662%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Customer-Centri-Copy.png?resize=150%2C150	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Customer-Centri-Copyea9f.png	(from http://solutionsfbia.com/)
10:22:34	3601/3601	---M--	200	added ('OK')	image/png	etag:%2275ec8e60a4ff3c4a%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Respect-Copy.png?resize=150%2C150	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Respect-Copyea9f.png	(from http://solutionsfbia.com/)
10:22:34	5474/5474	---M--	200	added ('OK')	image/png	etag:%2218818e5b1275efc5%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Quality-Copy.png?resize=150%2C150	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Quality-Copyea9f.png	(from http://solutionsfbia.com/)
10:22:34	4564/4564	---M--	200	added ('OK')	image/png	etag:%22846e9d4c925052e6%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Social-Impact-1.png?resize=150%2C150	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Social-Impact-1ea9f.png	(from http://solutionsfbia.com/)
10:22:34	4184/4184	---M--	200	added ('OK')	image/png	etag:%22237ded0fb306d9b0%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Collaboration-Copy.png?resize=150%2C150	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Collaboration-Copyea9f.png	(from http://solutionsfbia.com/)
10:22:35	4526/4526	---M--	200	added ('OK')	image/png	etag:%2216b91340a9bdbe29%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Diversity-Copy.png?resize=150%2C150	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Diversity-Copyea9f.png	(from http://solutionsfbia.com/)
10:22:35	4835/4835	---M--	200	added ('OK')	image/png	etag:%220294623e066203ae%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Integrity-Copy.png?resize=150%2C150	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Integrity-Copyea9f.png	(from http://solutionsfbia.com/)
10:22:35	3835/3835	---M--	200	added ('OK')	image/png	etag:%224626f1e4d5fc57c5%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Innovation-Copy.png?resize=150%2C150	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Innovation-Copyea9f.png	(from http://solutionsfbia.com/)
10:22:36	265813/265813	---M--	200	added ('OK')	image/jpeg	etag:%22dfefb0404ed089c9%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/solutions-sb-8-1.jpg?fit=1906%2C1233	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/solutions-sb-8-1d542.jpg	(from http://solutionsfbia.com/)
10:22:37	141865/141865	---M--	200	added ('OK')	image/png	etag:%2284cd1f510847e514%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Screen-Shot-2021-05-25-at-2.04.28-PM.png?fit=724%2C724	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Screen-Shot-2021-05-25-at-2.04.28-PMf688.png	(from http://solutionsfbia.com/)
10:22:38	165909/165909	---M--	200	added ('OK')	image/png	etag:%221e53e10c1e5a25b4%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Screen-Shot-2021-05-25-at-2.03.52-PM.png?fit=726%2C708	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Screen-Shot-2021-05-25-at-2.03.52-PM08e9.png	(from http://solutionsfbia.com/)
10:22:39	142185/142185	---M--	200	added ('OK')	image/png	etag:%220c0f4a8836fe0e81%22	https://i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Screen-Shot-2021-05-25-at-2.03.33-PM.png?fit=740%2C734	C:/Users/Scral/OneDrive/Documents/MyWebStores/sfbia/i0.wp.com/solutionsfbia.com/wp-content/uploads/2021/06/Screen-Shot-2021-05-25-at-2.03.33-PMb40d.png	(from http://solutionsfbia.com/)
